id;title;ios_url;ios_app_store_id;ios_app_name;android_url;android_package;android_app_name;windows_phone_url;windows_phone_app_id;windows_phone_app_name;description;google_product_category;product_type;link;image_link;condition;availability;price;sale_price;sale_price_effective_date;gtin;brand;mpn;item_group_id;gender;age_group;color;size;shipping;custom_label_0
2360;EM0503-83X;;;;;;;;;;"Adding to already considerable allure, it is precise to within 20 seconds each month and also features 3-year battery life, making it a reliable go-to piece suitable for all occasions.
";Watches;;https://www.thewatch.co/product/em0503-83x;https://www.thewatch.co/img/product/6249/6249_medium.jpg;;;2999000;;;;Citizen;;;Female;;;;;
2359;EW5490-59A;;;;;;;;;;"Adding to already considerable allure, it is precise to within 20 seconds each month and also features 3-year battery life, making it a reliable go-to piece suitable for all occasions.
";Watches;;https://www.thewatch.co/product/ew5490-59a;https://www.thewatch.co/img/product/6247/6247_medium.jpg;;;9999000;;;;Citizen;;;Female;;;;;
2358;EM0554-82X;;;;;;;;;;"Adding to already considerable allure, it is precise to within 20 seconds each month and also features 3-year battery life, making it a reliable go-to piece suitable for all occasions.
";Watches;;https://www.thewatch.co/product/em0554-82x;https://www.thewatch.co/img/product/6246/6246_medium.jpg;;;5299000;;;;Citizen;;;Female;;;;;
2357;EM0553-85A;;;;;;;;;;"Adding to already considerable allure, it is precise to within 20 seconds each month and also features 3-year battery life, making it a reliable go-to piece suitable for all occasions.
";Watches;;https://www.thewatch.co/product/em0553-85a;https://www.thewatch.co/img/product/6245/6245_medium.jpg;;;5299000;;;;Citizen;;;Female;;;;;
2356;BH3000-09A;;;;;;;;;;"Adding to already considerable allure, it is precise to within 20 seconds each month and also features 3-year battery life, making it a reliable go-to piece suitable for all occasions.
";Watches;;https://www.thewatch.co/product/bh3000-09a;https://www.thewatch.co/img/product/6244/6244_medium.jpg;;;1799000;;;;Citizen;;;Female;;;;;
2355;PD7140-58E;;;;;;;;;;"Automatic

Day and Date Display
";Watches;;https://www.thewatch.co/product/pd7140-58e;https://www.thewatch.co/img/product/6243/6243_medium.jpg;;;3599000;;;;Citizen;;;Unisex;;;;;
2354;PD7153-05A;;;;;;;;;;"Automatic

Day and Date Display
";Watches;;https://www.thewatch.co/product/pd7153-05a;https://www.thewatch.co/img/product/6242/6242_medium.jpg;;;4299000;;;;Citizen;;;Unisex;;;;;
2353;FE1083-02A;;;;;;;;;;"Adding to already considerable allure, it is precise to within 20 seconds each month and also features 3-year battery life, making it a reliable go-to piece suitable for all occasions.
";Watches;;https://www.thewatch.co/product/fe1083-02a;https://www.thewatch.co/img/product/6241/6241_medium.jpg;;;2599000;;;;Citizen;;;Unisex;;;;;
2352;EM0403-02A;;;;;;;;;;"Adding to already considerable allure, it is precise to within 20 seconds each month and also features 3-year battery life, making it a reliable go-to piece suitable for all occasions.
";Watches;;https://www.thewatch.co/product/em0403-02a;https://www.thewatch.co/img/product/6240/6240_medium.jpg;;;3599000;;;;Citizen;;;Unisex;;;;;
2351;EJ6120-54A;;;;;;;;;;"Durably built from stainless steel and featuring a fresh white dial set against silver tones, it is captivating in its resilience, while features such as 2-year battery life and accuracy to within 20 seconds throughout the course of a month make it a reliable everyday accessory for the sophisticated woman.
";Watches;;https://www.thewatch.co/product/ej6120-54a;https://www.thewatch.co/img/product/6239/6239_medium.jpg;;;1899000;;;;Citizen;;;Female;;;;;
2350;EJ6120-03A;;;;;;;;;;"With sturdy stainless steel construction, crisp white dial, silver toned bezel and rich brown oxhide leather strap, it is designed for a stylishly active lifestyle. Accurate to within 20 seconds each month and possessing 2-year battery life, this is a timepiece you can depend on.<br />
&nbsp;
";Watches;;https://www.thewatch.co/product/ej6120-03a;https://www.thewatch.co/img/product/6238/6238_medium.jpg;;;1799000;;;;Citizen;;;Female;;;;;
2349;EJ6123-56A;;;;;;;;;;"Possessing crisp white dial and gorgeous rose gold tones, 2-years battery life and comfortably convenient push button buckle, this watch turns heads both with its looks and performance. Constructed from robust stainless steel, it is well equipped to meet the demands of your day.
";Watches;;https://www.thewatch.co/product/ej6123-56a;https://www.thewatch.co/img/product/6237/6237_medium.jpg;;;2299000;;;;Citizen;;;Female;;;;;
2348;Talus - Stainless Steel;;;;;;;;;;"The Talus is named after the word for a mound of jutting rock fragments &mdash; a fitting title for a ring that is designed to look like shifting tectonic plates.

&nbsp;
";Watches;;https://www.thewatch.co/product/talus---stainless-steel;https://www.thewatch.co/img/product/6236/6236_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2347;Talus - Matte Black;;;;;;;;;;"The Talus is named after the word for a mound of jutting rock fragments &mdash; a fitting title for a ring that is designed to look like shifting tectonic plates.

&nbsp;
";Watches;;https://www.thewatch.co/product/talus---matte-black;https://www.thewatch.co/img/product/6235/6235_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2346;Talus - Gold;;;;;;;;;;"The Talus is named after the word for a mound of jutting rock fragments &mdash; a fitting title for a ring that is designed to look like shifting tectonic plates.

&nbsp;
";Watches;;https://www.thewatch.co/product/talus---gold;https://www.thewatch.co/img/product/6234/6234_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2345;Talus - Antiqued Steel;;;;;;;;;;"The Talus is named after the word for a mound of jutting rock fragments &mdash; a fitting title for a ring that is designed to look like shifting tectonic plates.

&nbsp;
";Watches;;https://www.thewatch.co/product/talus---antiqued-steel;https://www.thewatch.co/img/product/6233/6233_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2344;Raide - Stainless Steel;;;;;;;;;;"The Raide is a tightly-woven leather bracelet that gets its name from the Finnish word for &ldquo;track&rdquo; or &ldquo;rails.&rdquo; The oversized clasp gives it a premium look and helps it hold its shape, no matter how often you wear it.

&nbsp;
";Watches;;https://www.thewatch.co/product/raide---stainless-steel;https://www.thewatch.co/img/product/6232/6232_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2343;Raide - Matte Black;;;;;;;;;;"The Raide is a tightly-woven leather bracelet that gets its name from the Finnish word for &ldquo;track&rdquo; or &ldquo;rails.&rdquo; The oversized clasp gives it a premium look and helps it hold its shape, no matter how often you wear it.

&nbsp;
";Watches;;https://www.thewatch.co/product/raide---matte-black;https://www.thewatch.co/img/product/6231/6231_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2342;Raide - Gold;;;;;;;;;;"The Raide is a tightly-woven leather bracelet that gets its name from the Finnish word for &ldquo;track&rdquo; or &ldquo;rails.&rdquo; The oversized clasp gives it a premium look and helps it hold its shape, no matter how often you wear it.

&nbsp;
";Watches;;https://www.thewatch.co/product/raide---gold;https://www.thewatch.co/img/product/6230/6230_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2341;Raide - Antiqued Steel;;;;;;;;;;"The Raide is a tightly-woven leather bracelet that gets its name from the Finnish word for &ldquo;track&rdquo; or &ldquo;rails.&rdquo; The oversized clasp gives it a premium look and helps it hold its shape, no matter how often you wear it.

&nbsp;
";Watches;;https://www.thewatch.co/product/raide---antiqued-steel;https://www.thewatch.co/img/product/6229/6229_medium.jpg;;;700000;;;;Vitaly by XURI;;;Unisex;;;;;
2340;Kolossus - Stainless Steel;;;;;;;;;;"The name pretty much says it all. This hefty ring is defined by its perfectly flat geometric top, and the side is finished with an inset onyx stone.

&nbsp;
";Watches;;https://www.thewatch.co/product/kolossus---stainless-steel;https://www.thewatch.co/img/product/6228/6228_medium.jpg;;;985000;;;;Vitaly by XURI;;;Unisex;;;;;
2339;Kolossus - Matte Black;;;;;;;;;;"The name pretty much says it all. This hefty ring is defined by its perfectly flat geometric top, and the side is finished with an inset onyx stone.

&nbsp;
";Watches;;https://www.thewatch.co/product/kolossus---matte-black;https://www.thewatch.co/img/product/6227/6227_medium.jpg;;;985000;;;;Vitaly by XURI;;;Unisex;;;;;
2338;Kolossus - Gold;;;;;;;;;;"The name pretty much says it all. This hefty ring is defined by its perfectly flat geometric top, and the side is finished with an inset onyx stone.

&nbsp;
";Watches;;https://www.thewatch.co/product/kolossus---gold;https://www.thewatch.co/img/product/6226/6226_medium.jpg;;;985000;;;;Vitaly by XURI;;;Unisex;;;;;
2337;Kolossus - Antiqued Steel;;;;;;;;;;"The name pretty much says it all. This hefty ring is defined by its perfectly flat geometric top, and the side is finished with an inset onyx stone.

&nbsp;
";Watches;;https://www.thewatch.co/product/kolossus---antiqued-steel;https://www.thewatch.co/img/product/6225/6225_medium.jpg;;;985000;;;;Vitaly by XURI;;;Unisex;;;;;
2336;Kickback - Stainless Steel;;;;;;;;;;"Based on the links of a chainsaw, the Kickback is a slim but impactful bracelet that demands attention without shouting too loudly. But if you need it to scream, try stacking it with one of our thicker bracelets.

&nbsp;
";Watches;;https://www.thewatch.co/product/kickback---stainless-steel;https://www.thewatch.co/img/product/6224/6224_medium.jpg;;;830000;;;;Vitaly by XURI;;;Unisex, Unisex;;;;;
2335;Kickback - Matte Black;;;;;;;;;;"Based on the links of a chainsaw, the Kickback is a slim but impactful bracelet that demands attention without shouting too loudly. But if you need it to scream, try stacking it with one of our thicker bracelets.

&nbsp;
";Watches;;https://www.thewatch.co/product/kickback---matte-black;https://www.thewatch.co/img/product/6223/6223_medium.jpg;;;830000;;;;Vitaly by XURI;;;Unisex;;;;;
2334;Fizz - Stainless Steel;;;;;;;;;;"A throwback to some of our favourite childhood memories, the Fizz is our tribute to those blistering summer days where sipping soda is only thing you can do to keep cool.

&nbsp;
";Watches;;https://www.thewatch.co/product/fizz---stainless-steel;https://www.thewatch.co/img/product/6222/6222_medium.jpg;;;985000;;;;Vitaly by XURI;;;Unisex;;;;;
2333;Fizz - Matte Black;;;;;;;;;;"A throwback to some of our favourite childhood memories, the Fizz is our tribute to those blistering summer days where sipping soda is only thing you can do to keep cool.

&nbsp;
";Watches;;https://www.thewatch.co/product/fizz---matte-black;https://www.thewatch.co/img/product/6221/6221_medium.jpg;;;985000;;;;Vitaly by XURI;;;Unisex;;;;;
2332;Fizz - Antiqued Steel;;;;;;;;;;"A throwback to some of our favourite childhood memories, the Fizz is our tribute to those blistering summer days where sipping soda is only thing you can do to keep cool.

&nbsp;
";Watches;;https://www.thewatch.co/product/fizz---antiqued-steel;https://www.thewatch.co/img/product/6220/6220_medium.jpg;;;985000;;;;Vitaly by XURI;;;Unisex;;;;;
2331;Dune - Stainless Steel;;;;;;;;;;"Those who know Vitaly know that double-finger rings are where it all started. This piece is modeled after desert sand dunes, and features a geometric top with beveled finger holes for added comfort.

&nbsp;
";Watches;;https://www.thewatch.co/product/dune---stainless-steel;https://www.thewatch.co/img/product/6219/6219_medium.jpg;;;750000;;;;Vitaly by XURI;;;Unisex;;;;;
2330;Dune - Matte Black;;;;;;;;;;"Those who know Vitaly know that double-finger rings are where it all started. This piece is modeled after desert sand dunes, and features a geometric top with beveled finger holes for added comfort.

&nbsp;
";Watches;;https://www.thewatch.co/product/dune---matte-black;https://www.thewatch.co/img/product/6218/6218_medium.jpg;;;750000;;;;Vitaly by XURI;;;Unisex;;;;;
2329;Dune - Gold;;;;;;;;;;"Those who know Vitaly know that double-finger rings are where it all started. This piece is modeled after desert sand dunes, and features a geometric top with beveled finger holes for added comfort.

&nbsp;
";Watches;;https://www.thewatch.co/product/dune---gold;https://www.thewatch.co/img/product/6217/6217_medium.jpg;;;750000;;;;Vitaly by XURI;;;Unisex;;;;;
2328;Dune - Antiqued Steel;;;;;;;;;;"Those who know Vitaly know that double-finger rings are where it all started. This piece is modeled after desert sand dunes, and features a geometric top with beveled finger holes for added comfort.

&nbsp;
";Watches;;https://www.thewatch.co/product/dune---antiqued-steel;https://www.thewatch.co/img/product/6216/6216_medium.jpg;;;750000;;;;Vitaly by XURI;;;Unisex;;;;;
2327;Clash - Stainless Steel;;;;;;;;;;"Our biggest chainlink bracelet is named after a band that had an enormous impact on the music of our youth. It lives up to its name with chunky, angular links that are in-your-face in just the right way.

&nbsp;
";Watches;;https://www.thewatch.co/product/clash---stainless-steel;https://www.thewatch.co/img/product/6215/6215_medium.jpg;;;830000;;;;Vitaly by XURI;;;Unisex;;;;;
2326;Clash - Matte Black;;;;;;;;;;"Our biggest chainlink bracelet is named after a band that had an enormous impact on the music of our youth. It lives up to its name with chunky, angular links that are in-your-face in just the right way.

&nbsp;
";Watches;;https://www.thewatch.co/product/clash---matte-black;https://www.thewatch.co/img/product/6214/6214_medium.jpg;;;830000;;;;Vitaly by XURI;;;Unisex;;;;;
2325;Clash - Gold;;;;;;;;;;"Our biggest chainlink bracelet is named after a band that had an enormous impact on the music of our youth. It lives up to its name with chunky, angular links that are in-your-face in just the right way.

&nbsp;
";Watches;;https://www.thewatch.co/product/clash---gold;https://www.thewatch.co/img/product/6213/6213_medium.jpg;;;830000;;;;Vitaly by XURI;;;Unisex;;;;;
2324;Clash - Antiqued Steel;;;;;;;;;;"Our biggest chainlink bracelet is named after a band that had an enormous impact on the music of our youth. It lives up to its name with chunky, angular links that are in-your-face in just the right way.

&nbsp;
";Watches;;https://www.thewatch.co/product/clash---antiqued-steel;https://www.thewatch.co/img/product/6212/6212_medium.jpg;;;830000;;;;Vitaly by XURI;;;Unisex;;;;;
2323;Bootleg - Matte Black;;;;;;;;;;"The first pendant our designer ever created featured a safety pin dangling from a chain. Over time, he added more items to the chain, including a beat-up metal ring. The Bootleg is a replica of this piece, and a reminder of where it all started.

&nbsp;
";Watches;;https://www.thewatch.co/product/bootleg---matte-black;https://www.thewatch.co/img/product/6211/6211_medium.jpg;;;880000;;;;Vitaly by XURI;;;Unisex;;;;;
2322;Bootleg - Stainless Steel;;;;;;;;;;"The first pendant our designer ever created featured a safety pin dangling from a chain. Over time, he added more items to the chain, including a beat-up metal ring. The Bootleg is a replica of this piece, and a reminder of where it all started.

&nbsp;
";Watches;;https://www.thewatch.co/product/bootleg---stainless-steel;https://www.thewatch.co/img/product/6210/6210_medium.jpg;;;880000;;;;Vitaly by XURI;;;Unisex;;;;;
2321;Bootleg - Gold;;;;;;;;;;"The first pendant our designer ever created featured a safety pin dangling from a chain. Over time, he added more items to the chain, including a beat-up metal ring. The Bootleg is a replica of this piece, and a reminder of where it all started.

&nbsp;
";Watches;;https://www.thewatch.co/product/bootleg---gold;https://www.thewatch.co/img/product/6209/6209_medium.jpg;;;880000;;;;Vitaly by XURI;;;Female;;;;;
2320;Bootleg - Antiqued Steel;;;;;;;;;;"The first pendant our designer ever created featured a safety pin dangling from a chain. Over time, he added more items to the chain, including a beat-up metal ring. The Bootleg is a replica of this piece, and a reminder of where it all started.

&nbsp;
";Watches;;https://www.thewatch.co/product/bootleg---antiqued-steel;https://www.thewatch.co/img/product/6208/6208_medium.jpg;;;880000;;;;Vitaly by XURI;;;;;;;;
2319;Binary - Black Gold;;;;;;;;;;"Composed of two chains that differ in gauge and finish, the Binary finds balance between opposing units. It looks calculated whether worn straight or asymmetrically, and was designed to layer seamlessly with other pendants.

&nbsp;
";Watches;;https://www.thewatch.co/product/binary---black-gold;https://www.thewatch.co/img/product/6207/6207_medium.jpg;;;800000;;;;Vitaly by XURI;;;;;;;;
2318;White Dial Blossom & Rose Gold - OB16MDW36;;;;;;;;;;"We&#39;re in love with this dreamy pink midi dial design. From its pretty blossom-hued leather strap to its luxe rose gold-plated case, everything about the piece has got modern, feminine elegance covered. For a chic finish, the 30mm-wide dial is accented with metallic markers and our brand signature. Count on this style to elevate your work and weekend looks.</span>
";Watches;;https://www.thewatch.co/product/white-dial-blossom-&-rose-gold---ob16mdw36;https://www.thewatch.co/img/product/6192/6192_medium.jpg;;;1512000;;;;Olivia Burton;;;Female;;;;;
2317;Case Cuff Black Dial & Gold - OB16CB07;;;;;;;;;;"It&rsquo;s time to take your accessorising game to the next level. Like jewellery for your watch, our innovative case cuffs can be clipped on for extra impact or easily removed on days when you&rsquo;re feeling a less is more vibe. Be the first to adorn your wrist with our exciting new design. This 38mm-wide gold-plated style is complemented by a soft, smooth black leather strap.</span>
";Watches;;https://www.thewatch.co/product/olivia-burton-case-cuff-black-dial-&-gold---ob16cb07;https://www.thewatch.co/img/product/6100/6100_medium.jpg;;;2680000;;;;Olivia Burton;;;Female;;;;;
2316;WRC701 - STRAPPY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Strapy&rdquo; nato strap collection for&nbsp; undecided watch lovers with reversible sporty straps&nbsp;
";Watches;;https://www.thewatch.co/product/wrc701---strappy;https://www.thewatch.co/img/product/6034/6034_medium.jpg;;;3499000;;;;Welder;;;Female;;;;;
2315;WRC700 - STRAPPY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Strapy&rdquo; nato strap collection for&nbsp; undecided watch lovers with reversible sporty straps&nbsp;
";Watches;;https://www.thewatch.co/product/wrc700---strappy;https://www.thewatch.co/img/product/6033/6033_medium.jpg;;;2999000;;;;Welder;;;Female;;;;;
2314;WRC607 - BREEZY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Breezy&rdquo; mesh collection with its cool attitude.
";Watches;;https://www.thewatch.co/product/wrc607---breezy;https://www.thewatch.co/img/product/6027/6027_medium.jpg;;;2999000;;;;Welder;;;Female;;;;;
2313;WRC605 - BREEZY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Breezy&rdquo; mesh collection with its cool attitude.
";Watches;;https://www.thewatch.co/product/wrc605---breezy;https://www.thewatch.co/img/product/6026/6026_medium.jpg;;;3499000;;;;Welder;;;Female;;;;;
2312;WRC105 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc105---smoothy;https://www.thewatch.co/img/product/6023/6023_medium.jpg;;;3499000;;;;Welder;;;Female;;;;;
2311;WRC104 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc104---smoothy;https://www.thewatch.co/img/product/6018/6018_medium.jpg;;;3499000;;;;Welder;;;Female;;;;;
2310;WRC103 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc103---smoothy;https://www.thewatch.co/img/product/6015/6015_medium.jpg;;;3499000;;;;Welder;;;;;;;;
2309;WRC102 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc102---smoothy;https://www.thewatch.co/img/product/6014/6014_medium.jpg;;;3499000;;;;Welder;;;Female;;;;;
2308;WRC502 - STRAPPY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Strapy&rdquo; nato strap collection for&nbsp; undecided watch lovers with reversible sporty straps&nbsp;
";Watches;;https://www.thewatch.co/product/wrc502---strappy;https://www.thewatch.co/img/product/6009/6009_medium.jpg;;;3499000;;;;Welder;;;Male;;;;;
2307;WRC501 - STRAPPY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Strapy&rdquo; nato strap collection for&nbsp; undecided watch lovers with reversible sporty straps&nbsp;
";Watches;;https://www.thewatch.co/product/wrc501---strappy;https://www.thewatch.co/img/product/6004/6004_medium.jpg;;;2999000;;;;Welder;;;Male;;;;;
2306;WRC406 - BREEZY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Breezy&rdquo; mesh collection with its cool attitude.
";Watches;;https://www.thewatch.co/product/wrc406---breezy;https://www.thewatch.co/img/product/6001/6001_medium.jpg;;;2599000;;;;Welder;;;Male;;;;;
2305;WRC405 - BREEZY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Breezy&rdquo; mesh collection with its cool attitude.
";Watches;;https://www.thewatch.co/product/wrc405---breezy;https://www.thewatch.co/img/product/6000/6000_medium.jpg;;;3499000;;;;Welder;;;Male;;;;;
2304;WRC311 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc311---smoothy;https://www.thewatch.co/img/product/5995/5995_medium.jpg;;;2599000;;;;Welder;;;Male;;;;;
2302;WRC802 - BREEZY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Breezy&rdquo; mesh collection with its cool attitude.
";Watches;;https://www.thewatch.co/product/wrc802---breezy;https://www.thewatch.co/img/product/5989/5989_medium.jpg;;;3299000;;;;Welder;;;;;;;;
2301;WRC305 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc305---smoothy;https://www.thewatch.co/img/product/5983/5983_medium.jpg;;;3499000;;;;Welder;;;Male;;;;;
2300;WRC302 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc302---smoothy;https://www.thewatch.co/img/product/5980/5980_medium.jpg;;;3299000;;;;Welder;;;Male;;;;;
2299;WRC902 - STRAPPY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Strapy&rdquo; nato strap collection for&nbsp; undecided watch lovers with reversible sporty straps&nbsp;
";Watches;;https://www.thewatch.co/product/wrc902---strappy;https://www.thewatch.co/img/product/5978/5978_medium.jpg;;;3499000;;;;Welder;;;Male;;;;;
2298;WRC801 - BREEZY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection.&ldquo;Breezy&rdquo; mesh collection with its cool attitude.
";Watches;;https://www.thewatch.co/product/wrc801---breezy;https://www.thewatch.co/img/product/5974/5974_medium.jpg;;;3299000;;;;Welder;;;Male;;;;;
2297;WRC208 - SMOOTHY;;;;;;;;;;"Welder Moody is equipped with photochromic glass that can change color according to the angle of the light and the color of your outfit. The colorful &amp; unpredictable soul of Welder Moody presents a rich collection. &ldquo;Smoothie&rdquo; leather collection with soft texture &amp; pastel color options.
";Watches;;https://www.thewatch.co/product/wrc208---smoothy;https://www.thewatch.co/img/product/5971/5971_medium.jpg;;;3499000;;;;Welder;;;Unisex;;;;;
